,Endpoint,Provider,State,City,Country,IP,geo_response,ip,type,continent_code,continent_name,country_code,country_name,region_code,region_name,city,zip,latitude,longitude,location.geoname_id,location.capital,location.languages,location.country_flag,location.country_flag_emoji,location.country_flag_emoji_unicode,location.calling_code,location.is_eu,success,error.code,error.type,error.info
53,https://mex-mx-ping.vultr.com,Vultr,Unknown,Mexico City,Mexico,216.238.66.16,"{'ip': '216.238.66.16', 'type': 'ipv4', 'continent_code': 'NA', 'continent_name': 'North America', 'country_code': 'MX', 'country_name': 'Mexico', 'region_code': 'QUE', 'region_name': 'Querétaro', 'city': 'Santa Rosa Jauregui', 'zip': '76000', 'latitude': 20.5916690826416, 'longitude': -100.39167022705078, 'location': {'geoname_id': 3983820, 'capital': 'Mexico City', 'languages': [{'code': 'es', 'name': 'Spanish', 'native': 'Español'}], 'country_flag': 'https://assets.ipstack.com/flags/mx.svg', 'country_flag_emoji': '🇲🇽', 'country_flag_emoji_unicode': 'U+1F1F2 U+1F1FD', 'calling_code': '52', 'is_eu': False}}",216.238.66.16,ipv4,NA,North America,MX,Mexico,QUE,Querétaro,Santa Rosa Jauregui,76000,20.5916690826416,-100.39167022705078,3983820.0,Mexico City,"[{'code': 'es', 'name': 'Spanish', 'native': 'Español'}]",https://assets.ipstack.com/flags/mx.svg,🇲🇽,U+1F1F2 U+1F1FD,52,False,,,,
54,https://sao-br-ping.vultr.com,Vultr,Unknown,Sao Paulo,Brazil,216.238.98.118,"{'ip': '216.238.98.118', 'type': 'ipv4', 'continent_code': 'SA', 'continent_name': 'South America', 'country_code': 'BR', 'country_name': 'Brazil', 'region_code': 'SP', 'region_name': 'São Paulo', 'city': 'Osasco', 'zip': '06010-000', 'latitude': -23.532499313354492, 'longitude': -46.79167175292969, 'location': {'geoname_id': 3455775, 'capital': 'Brasília', 'languages': [{'code': 'pt', 'name': 'Portuguese', 'native': 'Português'}], 'country_flag': 'https://assets.ipstack.com/flags/br.svg', 'country_flag_emoji': '🇧🇷', 'country_flag_emoji_unicode': 'U+1F1E7 U+1F1F7', 'calling_code': '55', 'is_eu': False}}",216.238.98.118,ipv4,SA,South America,BR,Brazil,SP,São Paulo,Osasco,06010-000,-23.532499313354492,-46.79167175292969,3455775.0,Brasília,"[{'code': 'pt', 'name': 'Portuguese', 'native': 'Português'}]",https://assets.ipstack.com/flags/br.svg,🇧🇷,U+1F1E7 U+1F1F7,55,False,,,,
55,https://fra-de-ping.vultr.com,Vultr,Unknown,Frankfurt,Germany,108.61.210.117,"{'ip': '108.61.210.117', 'type': 'ipv4', 'continent_code': 'EU', 'continent_name': 'Europe', 'country_code': 'DE', 'country_name': 'Germany', 'region_code': 'HE', 'region_name': 'Hesse', 'city': 'Frankfurt am Main', 'zip': '60311', 'latitude': 50.11090087890625, 'longitude': 8.682100296020508, 'location': {'geoname_id': 2925533, 'capital': 'Berlin', 'languages': [{'code': 'de', 'name': 'German', 'native': 'Deutsch'}], 'country_flag': 'https://assets.ipstack.com/flags/de.svg', 'country_flag_emoji': '🇩🇪', 'country_flag_emoji_unicode': 'U+1F1E9 U+1F1EA', 'calling_code': '49', 'is_eu': True}}",108.61.210.117,ipv4,EU,Europe,DE,Germany,HE,Hesse,Frankfurt am Main,60311,50.11090087890625,8.682100296020508,2925533.0,Berlin,"[{'code': 'de', 'name': 'German', 'native': 'Deutsch'}]",https://assets.ipstack.com/flags/de.svg,🇩🇪,U+1F1E9 U+1F1EA,49,True,,,,
56,https://mad-es-ping.vultr.com,Vultr,Unknown,Madrid,Spain,208.76.222.30,"{'ip': '208.76.222.30', 'type': 'ipv4', 'continent_code': 'EU', 'continent_name': 'Europe', 'country_code': 'ES', 'country_name': 'Spain', 'region_code': 'MD', 'region_name': 'Madrid', 'city': 'Madrid', 'zip': '28001', 'latitude': 40.41669845581055, 'longitude': -3.7002999782562256, 'location': {'geoname_id': 3117735, 'capital': 'Madrid', 'languages': [{'code': 'es', 'name': 'Spanish', 'native': 'Español'}, {'code': 'eu', 'name': 'Basque', 'native': 'Euskara'}, {'code': 'ca', 'name': 'Catalan', 'native': 'Català'}, {'code': 'gl', 'name': 'Galician', 'native': 'Galego'}, {'code': 'oc', 'name': 'Occitan', 'native': 'Occitan'}], 'country_flag': 'https://assets.ipstack.com/flags/es.svg', 'country_flag_emoji': '🇪🇸', 'country_flag_emoji_unicode': 'U+1F1EA U+1F1F8', 'calling_code': '34', 'is_eu': True}}",208.76.222.30,ipv4,EU,Europe,ES,Spain,MD,Madrid,Madrid,28001,40.41669845581055,-3.7002999782562256,3117735.0,Madrid,"[{'code': 'es', 'name': 'Spanish', 'native': 'Español'}, {'code': 'eu', 'name': 'Basque', 'native': 'Euskara'}, {'code': 'ca', 'name': 'Catalan', 'native': 'Català'}, {'code': 'gl', 'name': 'Galician', 'native': 'Galego'}, {'code': 'oc', 'name': 'Occitan', 'native': 'Occitan'}]",https://assets.ipstack.com/flags/es.svg,🇪🇸,U+1F1EA U+1F1F8,34,True,,,,
57,https://par-fr-ping.vultr.com,Vultr,Unknown,Paris,France,108.61.209.127,"{'ip': '108.61.209.127', 'type': 'ipv4', 'continent_code': 'EU', 'continent_name': 'Europe', 'country_code': 'FR', 'country_name': 'France', 'region_code': 'IDF', 'region_name': 'Île-de-France', 'city': 'Aubervilliers', 'zip': '93300', 'latitude': 48.91230010986328, 'longitude': 2.384000062942505, 'location': {'geoname_id': 3036386, 'capital': 'Paris', 'languages': [{'code': 'fr', 'name': 'French', 'native': 'Français'}], 'country_flag': 'https://assets.ipstack.com/flags/fr.svg', 'country_flag_emoji': '🇫🇷', 'country_flag_emoji_unicode': 'U+1F1EB U+1F1F7', 'calling_code': '33', 'is_eu': True}}",108.61.209.127,ipv4,EU,Europe,FR,France,IDF,Île-de-France,Aubervilliers,93300,48.91230010986328,2.384000062942505,3036386.0,Paris,"[{'code': 'fr', 'name': 'French', 'native': 'Français'}]",https://assets.ipstack.com/flags/fr.svg,🇫🇷,U+1F1EB U+1F1F7,33,True,,,,
58,https://lon-gb-ping.vultr.com,Vultr,Unknown,London,UK,108.61.196.101,"{'ip': '108.61.196.101', 'type': 'ipv4', 'continent_code': 'EU', 'continent_name': 'Europe', 'country_code': 'GB', 'country_name': 'United Kingdom', 'region_code': 'ENG', 'region_name': 'England', 'city': 'Canning Town', 'zip': None, 'latitude': 51.50019836425781, 'longitude': -0.12620000541210175, 'location': {'geoname_id': 11549407, 'capital': 'London', 'languages': [{'code': 'en', 'name': 'English', 'native': 'English'}], 'country_flag': 'https://assets.ipstack.com/flags/gb.svg', 'country_flag_emoji': '🇬🇧', 'country_flag_emoji_unicode': 'U+1F1EC U+1F1E7', 'calling_code': '44', 'is_eu': True}}",108.61.196.101,ipv4,EU,Europe,GB,United Kingdom,ENG,England,Canning Town,,51.50019836425781,-0.12620000541210175,11549407.0,London,"[{'code': 'en', 'name': 'English', 'native': 'English'}]",https://assets.ipstack.com/flags/gb.svg,🇬🇧,U+1F1EC U+1F1E7,44,True,,,,
59,https://ams-nl-ping.vultr.com,Vultr,Unknown,Amsterdam,Netherlands,108.61.198.102,"{'ip': '108.61.198.102', 'type': 'ipv4', 'continent_code': 'EU', 'continent_name': 'Europe', 'country_code': 'NL', 'country_name': 'Netherlands', 'region_code': 'NH', 'region_name': 'North Holland', 'city': 'Diemen', 'zip': '1101', 'latitude': 52.349998474121094, 'longitude': 4.916999816894531, 'location': {'geoname_id': 2756888, 'capital': 'Amsterdam', 'languages': [{'code': 'nl', 'name': 'Dutch', 'native': 'Nederlands'}], 'country_flag': 'https://assets.ipstack.com/flags/nl.svg', 'country_flag_emoji': '🇳🇱', 'country_flag_emoji_unicode': 'U+1F1F3 U+1F1F1', 'calling_code': '31', 'is_eu': True}}",108.61.198.102,ipv4,EU,Europe,NL,Netherlands,NH,North Holland,Diemen,1101,52.349998474121094,4.916999816894531,2756888.0,Amsterdam,"[{'code': 'nl', 'name': 'Dutch', 'native': 'Nederlands'}]",https://assets.ipstack.com/flags/nl.svg,🇳🇱,U+1F1F3 U+1F1F1,31,True,,,,
60,https://waw-pl-ping.vultr.com,Vultr,Unknown,Warsaw,Poland,70.34.242.24,"{'ip': '70.34.242.24', 'type': 'ipv4', 'continent_code': 'EU', 'continent_name': 'Europe', 'country_code': 'PL', 'country_name': 'Poland', 'region_code': 'MZ', 'region_name': 'Mazovia', 'city': 'Warsaw', 'zip': '00-025', 'latitude': 52.229698181152344, 'longitude': 21.01219940185547, 'location': {'geoname_id': 756135, 'capital': 'Warsaw', 'languages': [{'code': 'pl', 'name': 'Polish', 'native': 'Polski'}], 'country_flag': 'https://assets.ipstack.com/flags/pl.svg', 'country_flag_emoji': '🇵🇱', 'country_flag_emoji_unicode': 'U+1F1F5 U+1F1F1', 'calling_code': '48', 'is_eu': True}}",70.34.242.24,ipv4,EU,Europe,PL,Poland,MZ,Mazovia,Warsaw,00-025,52.229698181152344,21.01219940185547,756135.0,Warsaw,"[{'code': 'pl', 'name': 'Polish', 'native': 'Polski'}]",https://assets.ipstack.com/flags/pl.svg,🇵🇱,U+1F1F5 U+1F1F1,48,True,,,,
61,https://sto-se-ping.vultr.com,Vultr,Unknown,Stockholm,Sweden,70.34.194.86,"{'ip': '70.34.194.86', 'type': 'ipv4', 'continent_code': 'EU', 'continent_name': 'Europe', 'country_code': 'SE', 'country_name': 'Sweden', 'region_code': 'AB', 'region_name': 'Stockholm', 'city': 'Jakobsberg', 'zip': '163 51', 'latitude': 59.38100051879883, 'longitude': 17.898500442504883, 'location': {'geoname_id': 2703396, 'capital': 'Stockholm', 'languages': [{'code': 'sv', 'name': 'Swedish', 'native': 'Svenska'}], 'country_flag': 'https://assets.ipstack.com/flags/se.svg', 'country_flag_emoji': '🇸🇪', 'country_flag_emoji_unicode': 'U+1F1F8 U+1F1EA', 'calling_code': '46', 'is_eu': True}}",70.34.194.86,ipv4,EU,Europe,SE,Sweden,AB,Stockholm,Jakobsberg,163 51,59.38100051879883,17.898500442504883,2703396.0,Stockholm,"[{'code': 'sv', 'name': 'Swedish', 'native': 'Svenska'}]",https://assets.ipstack.com/flags/se.svg,🇸🇪,U+1F1F8 U+1F1EA,46,True,,,,
62,https://hnd-jp-ping.vultr.com,Vultr,Unknown,Tokyo,Japan,108.61.201.151,"{'ip': '108.61.201.151', 'type': 'ipv4', 'continent_code': 'AS', 'continent_name': 'Asia', 'country_code': 'JP', 'country_name': 'Japan', 'region_code': '14', 'region_name': 'Kanagawa', 'city': 'Kawasaki', 'zip': '135-0092', 'latitude': 35.60919952392578, 'longitude': 139.73019409179688, 'location': {'geoname_id': 1859642, 'capital': 'Tokyo', 'languages': [{'code': 'ja', 'name': 'Japanese', 'native': '日本語'}], 'country_flag': 'https://assets.ipstack.com/flags/jp.svg', 'country_flag_emoji': '🇯🇵', 'country_flag_emoji_unicode': 'U+1F1EF U+1F1F5', 'calling_code': '81', 'is_eu': False}}",108.61.201.151,ipv4,AS,Asia,JP,Japan,14,Kanagawa,Kawasaki,135-0092,35.60919952392578,139.73019409179688,1859642.0,Tokyo,"[{'code': 'ja', 'name': 'Japanese', 'native': '日本語'}]",https://assets.ipstack.com/flags/jp.svg,🇯🇵,U+1F1EF U+1F1F5,81,False,,,,
63,https://sel-kor-ping.vultr.com,Vultr,Unknown,Seoul,Korea,141.164.34.61,"{'ip': '141.164.34.61', 'type': 'ipv4', 'continent_code': 'AS', 'continent_name': 'Asia', 'country_code': 'KR', 'country_name': 'South Korea', 'region_code': '11', 'region_name': 'Seoul', 'city': 'Seoul', 'zip': '100-011', 'latitude': 37.56306076049805, 'longitude': 126.97693634033203, 'location': {'geoname_id': 1835848, 'capital': 'Seoul', 'languages': [{'code': 'ko', 'name': 'Korean', 'native': '한국어'}], 'country_flag': 'https://assets.ipstack.com/flags/kr.svg', 'country_flag_emoji': '🇰🇷', 'country_flag_emoji_unicode': 'U+1F1F0 U+1F1F7', 'calling_code': '82', 'is_eu': False}}",141.164.34.61,ipv4,AS,Asia,KR,South Korea,11,Seoul,Seoul,100-011,37.56306076049805,126.97693634033203,1835848.0,Seoul,"[{'code': 'ko', 'name': 'Korean', 'native': '한국어'}]",https://assets.ipstack.com/flags/kr.svg,🇰🇷,U+1F1F0 U+1F1F7,82,False,,,,
64,https://sgp-ping.vultr.com,Vultr,Unknown,Seoul,Korea,45.32.100.168,"{'ip': '45.32.100.168', 'type': 'ipv4', 'continent_code': 'AS', 'continent_name': 'Asia', 'country_code': 'SG', 'country_name': 'Singapore', 'region_code': '01', 'region_name': 'Central Singapore', 'city': 'Singapore', 'zip': '247964', 'latitude': 1.287950038909912, 'longitude': 103.8517837524414, 'location': {'geoname_id': 1880252, 'capital': 'Singapore', 'languages': [{'code': 'en', 'name': 'English', 'native': 'English'}, {'code': 'ms', 'name': 'Malay', 'native': 'Bahasa Melayu'}, {'code': 'ta', 'name': 'Tamil', 'native': 'தமிழ்'}, {'code': 'zh', 'name': 'Chinese', 'native': '中文'}], 'country_flag': 'https://assets.ipstack.com/flags/sg.svg', 'country_flag_emoji': '🇸🇬', 'country_flag_emoji_unicode': 'U+1F1F8 U+1F1EC', 'calling_code': '65', 'is_eu': False}}",45.32.100.168,ipv4,AS,Asia,SG,Singapore,01,Central Singapore,Singapore,247964,1.287950038909912,103.8517837524414,1880252.0,Singapore,"[{'code': 'en', 'name': 'English', 'native': 'English'}, {'code': 'ms', 'name': 'Malay', 'native': 'Bahasa Melayu'}, {'code': 'ta', 'name': 'Tamil', 'native': 'தமிழ்'}, {'code': 'zh', 'name': 'Chinese', 'native': '中文'}]",https://assets.ipstack.com/flags/sg.svg,🇸🇬,U+1F1F8 U+1F1EC,65,False,,,,
65,https://syd-au-ping.vultr.com,Vultr,Unknown,Sydney,Australia,108.61.212.117,"{'ip': '108.61.212.117', 'type': 'ipv4', 'continent_code': 'OC', 'continent_name': 'Oceania', 'country_code': 'AU', 'country_name': 'Australia', 'region_code': 'NSW', 'region_name': 'New South Wales', 'city': 'Sydney', 'zip': '2015', 'latitude': -33.90299987792969, 'longitude': 151.1959991455078, 'location': {'geoname_id': 2147714, 'capital': 'Canberra', 'languages': [{'code': 'en', 'name': 'English', 'native': 'English'}], 'country_flag': 'https://assets.ipstack.com/flags/au.svg', 'country_flag_emoji': '🇦🇺', 'country_flag_emoji_unicode': 'U+1F1E6 U+1F1FA', 'calling_code': '61', 'is_eu': False}}",108.61.212.117,ipv4,OC,Oceania,AU,Australia,NSW,New South Wales,Sydney,2015,-33.90299987792969,151.1959991455078,2147714.0,Canberra,"[{'code': 'en', 'name': 'English', 'native': 'English'}]",https://assets.ipstack.com/flags/au.svg,🇦🇺,U+1F1E6 U+1F1FA,61,False,,,,
66,https://mel-au-ping.vultr.com,Vultr,Unknown,Melbourne,Australia,67.219.110.24,"{'ip': '67.219.110.24', 'type': 'ipv4', 'continent_code': 'OC', 'continent_name': 'Oceania', 'country_code': 'AU', 'country_name': 'Australia', 'region_code': 'VIC', 'region_name': 'Victoria', 'city': 'Melbourne', 'zip': '3207', 'latitude': -37.83689880371094, 'longitude': 144.94459533691406, 'location': {'geoname_id': 2158177, 'capital': 'Canberra', 'languages': [{'code': 'en', 'name': 'English', 'native': 'English'}], 'country_flag': 'https://assets.ipstack.com/flags/au.svg', 'country_flag_emoji': '🇦🇺', 'country_flag_emoji_unicode': 'U+1F1E6 U+1F1FA', 'calling_code': '61', 'is_eu': False}}",67.219.110.24,ipv4,OC,Oceania,AU,Australia,VIC,Victoria,Melbourne,3207,-37.83689880371094,144.94459533691406,2158177.0,Canberra,"[{'code': 'en', 'name': 'English', 'native': 'English'}]",https://assets.ipstack.com/flags/au.svg,🇦🇺,U+1F1E6 U+1F1FA,61,False,,,,
67,https://speedtest.newark.linode.com/,Linode,US East,Newark,East,50.116.57.237,"{'ip': '50.116.57.237', 'type': 'ipv4', 'continent_code': 'NA', 'continent_name': 'North America', 'country_code': 'US', 'country_name': 'United States', 'region_code': 'NJ', 'region_name': 'New Jersey', 'city': 'Morristown', 'zip': '07927', 'latitude': 40.82490158081055, 'longitude': -74.45539855957031, 'location': {'geoname_id': 5101427, 'capital': 'Washington D.C.', 'languages': [{'code': 'en', 'name': 'English', 'native': 'English'}], 'country_flag': 'https://assets.ipstack.com/flags/us.svg', 'country_flag_emoji': '🇺🇸', 'country_flag_emoji_unicode': 'U+1F1FA U+1F1F8', 'calling_code': '1', 'is_eu': False}}",50.116.57.237,ipv4,NA,North America,US,United States,NJ,New Jersey,Morristown,07927,40.82490158081055,-74.45539855957031,5101427.0,Washington D.C.,"[{'code': 'en', 'name': 'English', 'native': 'English'}]",https://assets.ipstack.com/flags/us.svg,🇺🇸,U+1F1FA U+1F1F8,1,False,,,,
68,https://speedtest.atlanta.linode.com/,Linode,US Southeast,Atlanta,Southeast,192.155.94.157,"{'ip': '192.155.94.157', 'type': 'ipv4', 'continent_code': 'NA', 'continent_name': 'North America', 'country_code': 'US', 'country_name': 'United States', 'region_code': 'GA', 'region_name': 'Georgia', 'city': 'Atlanta', 'zip': '30309', 'latitude': 33.798458099365234, 'longitude': -84.3882827758789, 'location': {'geoname_id': 4180439, 'capital': 'Washington D.C.', 'languages': [{'code': 'en', 'name': 'English', 'native': 'English'}], 'country_flag': 'https://assets.ipstack.com/flags/us.svg', 'country_flag_emoji': '🇺🇸', 'country_flag_emoji_unicode': 'U+1F1FA U+1F1F8', 'calling_code': '1', 'is_eu': False}}",192.155.94.157,ipv4,NA,North America,US,United States,GA,Georgia,Atlanta,30309,33.798458099365234,-84.3882827758789,4180439.0,Washington D.C.,"[{'code': 'en', 'name': 'English', 'native': 'English'}]",https://assets.ipstack.com/flags/us.svg,🇺🇸,U+1F1FA U+1F1F8,1,False,,,,
69,https://speedtest.dallas.linode.com/,Linode,US Central,Dallas,Central,50.116.25.154,"{'ip': '50.116.25.154', 'type': 'ipv4', 'continent_code': 'NA', 'continent_name': 'North America', 'country_code': 'US', 'country_name': 'United States', 'region_code': 'TX', 'region_name': 'Texas', 'city': 'Richardson', 'zip': '75081', 'latitude': 32.94934844970703, 'longitude': -96.7155990600586, 'location': {'geoname_id': 4722625, 'capital': 'Washington D.C.', 'languages': [{'code': 'en', 'name': 'English', 'native': 'English'}], 'country_flag': 'https://assets.ipstack.com/flags/us.svg', 'country_flag_emoji': '🇺🇸', 'country_flag_emoji_unicode': 'U+1F1FA U+1F1F8', 'calling_code': '1', 'is_eu': False}}",50.116.25.154,ipv4,NA,North America,US,United States,TX,Texas,Richardson,75081,32.94934844970703,-96.7155990600586,4722625.0,Washington D.C.,"[{'code': 'en', 'name': 'English', 'native': 'English'}]",https://assets.ipstack.com/flags/us.svg,🇺🇸,U+1F1FA U+1F1F8,1,False,,,,
70,https://speedtest.fremont.linode.com/,Linode,US West,Fremont,West,50.116.14.9,"{'ip': '50.116.14.9', 'type': 'ipv4', 'continent_code': 'NA', 'continent_name': 'North America', 'country_code': 'US', 'country_name': 'United States', 'region_code': 'CA', 'region_name': 'California', 'city': 'Fremont', 'zip': '94536', 'latitude': 37.56698989868164, 'longitude': -121.98265838623047, 'location': {'geoname_id': 5350734, 'capital': 'Washington D.C.', 'languages': [{'code': 'en', 'name': 'English', 'native': 'English'}], 'country_flag': 'https://assets.ipstack.com/flags/us.svg', 'country_flag_emoji': '🇺🇸', 'country_flag_emoji_unicode': 'U+1F1FA U+1F1F8', 'calling_code': '1', 'is_eu': False}}",50.116.14.9,ipv4,NA,North America,US,United States,CA,California,Fremont,94536,37.56698989868164,-121.98265838623047,5350734.0,Washington D.C.,"[{'code': 'en', 'name': 'English', 'native': 'English'}]",https://assets.ipstack.com/flags/us.svg,🇺🇸,U+1F1FA U+1F1F8,1,False,,,,
71,https://speedtest.toronto1.linode.com/,Linode,CA Central,Toronto,Central,172.105.30.21,"{'ip': '172.105.30.21', 'type': 'ipv4', 'continent_code': 'NA', 'continent_name': 'North America', 'country_code': 'CA', 'country_name': 'Canada', 'region_code': 'ON', 'region_name': 'Ontario', 'city': 'Toronto', 'zip': 'M3H 6A7', 'latitude': 43.653499603271484, 'longitude': -79.38390350341797, 'location': {'geoname_id': 6167865, 'capital': 'Ottawa', 'languages': [{'code': 'en', 'name': 'English', 'native': 'English'}, {'code': 'fr', 'name': 'French', 'native': 'Français'}], 'country_flag': 'https://assets.ipstack.com/flags/ca.svg', 'country_flag_emoji': '🇨🇦', 'country_flag_emoji_unicode': 'U+1F1E8 U+1F1E6', 'calling_code': '1', 'is_eu': False}}",172.105.30.21,ipv4,NA,North America,CA,Canada,ON,Ontario,Toronto,M3H 6A7,43.653499603271484,-79.38390350341797,6167865.0,Ottawa,"[{'code': 'en', 'name': 'English', 'native': 'English'}, {'code': 'fr', 'name': 'French', 'native': 'Français'}]",https://assets.ipstack.com/flags/ca.svg,🇨🇦,U+1F1E8 U+1F1E6,1,False,,,,
72,https://speedtest.frankfurt.linode.com/,Linode,Germany,Frankfurt,Unknown,139.162.130.8,"{'ip': '139.162.130.8', 'type': 'ipv4', 'continent_code': 'EU', 'continent_name': 'Europe', 'country_code': 'DE', 'country_name': 'Germany', 'region_code': 'HE', 'region_name': 'Hesse', 'city': 'Frankfurt am Main', 'zip': '60311', 'latitude': 50.11090087890625, 'longitude': 8.682100296020508, 'location': {'geoname_id': 2925533, 'capital': 'Berlin', 'languages': [{'code': 'de', 'name': 'German', 'native': 'Deutsch'}], 'country_flag': 'https://assets.ipstack.com/flags/de.svg', 'country_flag_emoji': '🇩🇪', 'country_flag_emoji_unicode': 'U+1F1E9 U+1F1EA', 'calling_code': '49', 'is_eu': True}}",139.162.130.8,ipv4,EU,Europe,DE,Germany,HE,Hesse,Frankfurt am Main,60311,50.11090087890625,8.682100296020508,2925533.0,Berlin,"[{'code': 'de', 'name': 'German', 'native': 'Deutsch'}]",https://assets.ipstack.com/flags/de.svg,🇩🇪,U+1F1E9 U+1F1EA,49,True,,,,
73,https://speedtest.london.linode.com/,Linode,UK,London,Unknown,176.58.107.39,"{'ip': '176.58.107.39', 'type': 'ipv4', 'continent_code': 'EU', 'continent_name': 'Europe', 'country_code': 'GB', 'country_name': 'United Kingdom', 'region_code': 'ENG', 'region_name': 'England', 'city': 'Canning Town', 'zip': None, 'latitude': 51.50019836425781, 'longitude': -0.12620000541210175, 'location': {'geoname_id': 11549407, 'capital': 'London', 'languages': [{'code': 'en', 'name': 'English', 'native': 'English'}], 'country_flag': 'https://assets.ipstack.com/flags/gb.svg', 'country_flag_emoji': '🇬🇧', 'country_flag_emoji_unicode': 'U+1F1EC U+1F1E7', 'calling_code': '44', 'is_eu': True}}",176.58.107.39,ipv4,EU,Europe,GB,United Kingdom,ENG,England,Canning Town,,51.50019836425781,-0.12620000541210175,11549407.0,London,"[{'code': 'en', 'name': 'English', 'native': 'English'}]",https://assets.ipstack.com/flags/gb.svg,🇬🇧,U+1F1EC U+1F1E7,44,True,,,,
74,https://speedtest.singapore.linode.com/,Linode,AP South,Singapore,South,139.162.23.4,"{'ip': '139.162.23.4', 'type': 'ipv4', 'continent_code': 'AS', 'continent_name': 'Asia', 'country_code': 'SG', 'country_name': 'Singapore', 'region_code': '01', 'region_name': 'Central Singapore', 'city': 'Singapore', 'zip': '247964', 'latitude': 1.287950038909912, 'longitude': 103.8517837524414, 'location': {'geoname_id': 1880252, 'capital': 'Singapore', 'languages': [{'code': 'en', 'name': 'English', 'native': 'English'}, {'code': 'ms', 'name': 'Malay', 'native': 'Bahasa Melayu'}, {'code': 'ta', 'name': 'Tamil', 'native': 'தமிழ்'}, {'code': 'zh', 'name': 'Chinese', 'native': '中文'}], 'country_flag': 'https://assets.ipstack.com/flags/sg.svg', 'country_flag_emoji': '🇸🇬', 'country_flag_emoji_unicode': 'U+1F1F8 U+1F1EC', 'calling_code': '65', 'is_eu': False}}",139.162.23.4,ipv4,AS,Asia,SG,Singapore,01,Central Singapore,Singapore,247964,1.287950038909912,103.8517837524414,1880252.0,Singapore,"[{'code': 'en', 'name': 'English', 'native': 'English'}, {'code': 'ms', 'name': 'Malay', 'native': 'Bahasa Melayu'}, {'code': 'ta', 'name': 'Tamil', 'native': 'தமிழ்'}, {'code': 'zh', 'name': 'Chinese', 'native': '中文'}]",https://assets.ipstack.com/flags/sg.svg,🇸🇬,U+1F1F8 U+1F1EC,65,False,,,,
75,https://speedtest.syd1.linode.com/,Linode,AP Southeast,Sydney,Southeast,172.105.174.7,"{'ip': '172.105.174.7', 'type': 'ipv4', 'continent_code': 'OC', 'continent_name': 'Oceania', 'country_code': 'AU', 'country_name': 'Australia', 'region_code': 'NSW', 'region_name': 'New South Wales', 'city': 'Sydney', 'zip': '2000', 'latitude': -33.868900299072266, 'longitude': 151.2071075439453, 'location': {'geoname_id': 2147714, 'capital': 'Canberra', 'languages': [{'code': 'en', 'name': 'English', 'native': 'English'}], 'country_flag': 'https://assets.ipstack.com/flags/au.svg', 'country_flag_emoji': '🇦🇺', 'country_flag_emoji_unicode': 'U+1F1E6 U+1F1FA', 'calling_code': '61', 'is_eu': False}}",172.105.174.7,ipv4,OC,Oceania,AU,Australia,NSW,New South Wales,Sydney,2000,-33.868900299072266,151.2071075439453,2147714.0,Canberra,"[{'code': 'en', 'name': 'English', 'native': 'English'}]",https://assets.ipstack.com/flags/au.svg,🇦🇺,U+1F1E6 U+1F1FA,61,False,,,,
76,https://speedtest.tokyo2.linode.com/,Linode,AP Northeast,Tokyo,Northeast,139.162.65.37,"{'ip': '139.162.65.37', 'type': 'ipv4', 'continent_code': 'AS', 'continent_name': 'Asia', 'country_code': 'JP', 'country_name': 'Japan', 'region_code': '13', 'region_name': 'Tokyo', 'city': 'Tokyo', 'zip': '162-0843', 'latitude': 35.68949890136719, 'longitude': 139.6916961669922, 'location': {'geoname_id': 1850147, 'capital': 'Tokyo', 'languages': [{'code': 'ja', 'name': 'Japanese', 'native': '日本語'}], 'country_flag': 'https://assets.ipstack.com/flags/jp.svg', 'country_flag_emoji': '🇯🇵', 'country_flag_emoji_unicode': 'U+1F1EF U+1F1F5', 'calling_code': '81', 'is_eu': False}}",139.162.65.37,ipv4,AS,Asia,JP,Japan,13,Tokyo,Tokyo,162-0843,35.68949890136719,139.6916961669922,1850147.0,Tokyo,"[{'code': 'ja', 'name': 'Japanese', 'native': '日本語'}]",https://assets.ipstack.com/flags/jp.svg,🇯🇵,U+1F1EF U+1F1F5,81,False,,,,
77,https://speedtest.mumbai1.linode.com/,Linode,AP West,Mumbai,West,172.105.33.31,"{'ip': '172.105.33.31', 'type': 'ipv4', 'continent_code': 'AS', 'continent_name': 'Asia', 'country_code': 'IN', 'country_name': 'India', 'region_code': 'MH', 'region_name': 'Maharashtra', 'city': 'Powai', 'zip': '400070', 'latitude': 19.076000213623047, 'longitude': 72.87770080566406, 'location': {'geoname_id': 6324621, 'capital': 'New Delhi', 'languages': [{'code': 'hi', 'name': 'Hindi', 'native': 'हिन्दी'}, {'code': 'en', 'name': 'English', 'native': 'English'}], 'country_flag': 'https://assets.ipstack.com/flags/in.svg', 'country_flag_emoji': '🇮🇳', 'country_flag_emoji_unicode': 'U+1F1EE U+1F1F3', 'calling_code': '91', 'is_eu': False}}",172.105.33.31,ipv4,AS,Asia,IN,India,MH,Maharashtra,Powai,400070,19.076000213623047,72.87770080566406,6324621.0,New Delhi,"[{'code': 'hi', 'name': 'Hindi', 'native': 'हिन्दी'}, {'code': 'en', 'name': 'English', 'native': 'English'}]",https://assets.ipstack.com/flags/in.svg,🇮🇳,U+1F1EE U+1F1F3,91,False,,,,
