"No.","Time","Source","Destination","Protocol","Length","Info"
"272980","2272.107614","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=13, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"272987","2272.123609","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=14, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"273455","2280.312540","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=49, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"273462","2280.328459","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=50, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"273483","2281.244558","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=70, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"273488","2281.323657","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=71, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"273496","2281.339641","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=72, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"273748","2285.812758","ca:7a:82:eb:f9:63","Broadcast","802.11","156","Probe Request, SN=1608, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"273756","2285.826553","ca:7a:82:eb:f9:63","Broadcast","802.11","156","Probe Request, SN=1609, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"274767","2301.206173","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=116, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"274774","2301.222218","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=117, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"274842","2302.134680","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=138, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"274844","2302.236733","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=140, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"274852","2302.316006","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=141, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"274882","2302.332875","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=142, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"276085","2310.417442","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=174, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"276092","2310.433640","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=175, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"276163","2311.531869","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=199, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"276169","2311.547799","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=200, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"276857","2321.246164","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3326, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"276864","2321.278858","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3327, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"276984","2324.227267","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=237, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"276991","2324.243173","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=238, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"277086","2325.237024","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=259, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"277095","2325.253589","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=260, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"277102","2325.264760","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3362, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"277106","2325.283624","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3363, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"277117","2325.341304","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=262, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"277125","2325.548218","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3366, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"277393","2331.598356","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=296, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"277410","2331.614344","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=297, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"277428","2331.790723","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=1002, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"277439","2331.802897","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=1005, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"277481","2332.139705","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=1025, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"277923","2337.428496","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=301, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"277931","2337.444385","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=302, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"278019","2338.438911","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=323, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"278026","2338.454909","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=324, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"278999","2345.413913","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=361, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"279006","2345.429843","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=362, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"279487","2350.019154","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=374, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"279500","2350.035133","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=375, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"279604","2351.055125","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=400, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"279618","2351.135551","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=402, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"279625","2351.149357","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=403, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"279637","2351.287599","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=406, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"279997","2357.087058","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=447, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"280004","2357.102902","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=448, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"280068","2358.095700","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=469, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"280075","2358.111653","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=470, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"281195","2377.937691","26:46:de:9a:fe:dc","Broadcast","802.11","156","Probe Request, SN=1221, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"281204","2377.949399","26:46:de:9a:fe:dc","Broadcast","802.11","156","Probe Request, SN=1222, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"281426","2383.344745","b6:53:65:e0:4c:d3","Broadcast","802.11","82","Probe Request, SN=2518, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"281433","2383.453883","b6:53:65:e0:4c:d3","Broadcast","802.11","82","Probe Request, SN=2519, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"281434","2383.454449","b6:53:65:e0:4c:d3","Broadcast","802.11","82","Probe Request, SN=2520, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"281834","2388.994211","LiteonTechno_13:23:c1","Broadcast","802.11","110","Probe Request, SN=1862, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"281842","2389.144420","a2:34:0b:46:0e:c8","Broadcast","802.11","144","Probe Request, SN=533, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"281925","2389.955731","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=536, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"281932","2389.971622","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=537, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"282010","2391.574258","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=1109, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"282026","2391.587956","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=1113, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"282044","2391.624941","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=1116, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"282346","2396.744921","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3378, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"282353","2396.766040","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3379, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"282365","2396.814443","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=1154, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"282374","2396.870683","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=1158, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"282385","2396.883065","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=1161, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"282404","2397.039164","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=1170, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"283462","2418.173459","c6:40:3a:70:fc:8f","Broadcast","802.11","156","Probe Request, SN=4014, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"283467","2418.185142","c6:40:3a:70:fc:8f","Broadcast","802.11","156","Probe Request, SN=4015, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"286340","2472.505567","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3430, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"286347","2472.538353","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3431, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"286461","2475.421540","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3467, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"286477","2475.685654","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3470, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"286482","2475.721701","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3471, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"286533","2476.786598","52:f1:ed:f8:86:e0","Broadcast","802.11","82","Probe Request, SN=3720, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"286534","2476.787066","52:f1:ed:f8:86:e0","Broadcast","802.11","82","Probe Request, SN=3721, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"286549","2476.866983","2a:c2:dd:9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2371, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"286557","2476.899988","2a:c2:dd:9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2372, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"286882","2481.550932","2a:c2:dd:9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2390, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"286908","2481.811928","2a:c2:dd:9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2391, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"287605","2502.855098","de:5f:d1:ff:3b:0e","Broadcast","802.11","156","Probe Request, SN=2640, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"287612","2502.868339","de:5f:d1:ff:3b:0e","Broadcast","802.11","156","Probe Request, SN=2641, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"288102","2509.901227","5a:17:fb:fd:b1:6a","Broadcast","802.11","123","Probe Request, SN=2026, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"288116","2509.913105","5a:17:fb:fd:b1:6a","Broadcast","802.11","123","Probe Request, SN=2027, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"289939","2514.068047","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=590, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"289946","2514.084030","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=591, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"292115","2552.622452","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3508, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"292123","2552.657085","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3509, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"292490","2557.210757","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3549, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"313377","2619.380071","LiteonTechno_13:23:c1","Broadcast","802.11","110","Probe Request, SN=2562, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"313865","2621.578720","42:6e:c3:6b:3d:cb","Broadcast","802.11","82","Probe Request, SN=361, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"313866","2621.579051","42:6e:c3:6b:3d:cb","Broadcast","802.11","82","Probe Request, SN=362, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"313928","2621.692357","42:6e:c3:6b:3d:cb","Broadcast","802.11","82","Probe Request, SN=363, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"313929","2621.692914","42:6e:c3:6b:3d:cb","Broadcast","802.11","82","Probe Request, SN=364, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"315051","2627.813601","26:d7:5d:c4:7b:13","Broadcast","802.11","156","Probe Request, SN=1359, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"315060","2627.826940","26:d7:5d:c4:7b:13","Broadcast","802.11","156","Probe Request, SN=4074, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"315096","2628.036834","ca:80:ae:a4:ff:06","Broadcast","802.11","156","Probe Request, SN=3557, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"315193","2628.972017","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3560, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"315200","2628.992451","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3561, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"315585","2632.418241","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3596, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"315589","2632.437994","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3597, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"315628","2632.698941","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3600, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"316419","2639.428041","LiteonTechno_13:23:c1","Broadcast","802.11","110","Probe Request, SN=2624, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"320497","2689.335806","a2:34:0b:46:0e:c8","Broadcast","802.11","144","Probe Request, SN=694, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"320502","2689.353871","a2:34:0b:46:0e:c8","Broadcast","802.11","144","Probe Request, SN=695, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"320508","2689.367312","a2:34:0b:46:0e:c8","Broadcast","802.11","144","Probe Request, SN=696, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"320513","2689.456174","LiteonTechno_13:23:c1","Broadcast","802.11","110","Probe Request, SN=2773, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"321303","2699.489480","LiteonTechno_13:23:c1","Broadcast","802.11","110","Probe Request, SN=2803, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"321733","2704.903931","2a:c2:dd:9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2397, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"321753","2704.936715","2a:c2:dd:9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2398, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"322349","2708.565384","2a:c2:dd:9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2415, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"322368","2708.875629","2a:c2:dd:9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2417, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"322374","2708.909546","2a:c2:dd:9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2418, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"322550","2710.504095","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3638, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"322568","2710.536521","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3639, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"322975","2713.904951","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3675, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"323130","2714.790081","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3678, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"324374","2729.662226","LiteonTechno_13:23:c1","Broadcast","802.11","110","Probe Request, SN=2893, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"324816","2735.070436","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=2014, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"324817","2735.080647","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=2015, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"324818","2735.109876","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=2017, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"324834","2735.216338","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=2023, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"325702","2750.787088","a2:47:cb:4f:fd:e7","Broadcast","802.11","156","Probe Request, SN=3538, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"325964","2757.623112","ea:df:0e:b9:63:9e","Broadcast","802.11","123","Probe Request, SN=2153, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"325973","2757.635033","ea:df:0e:b9:63:9e","Broadcast","802.11","123","Probe Request, SN=2154, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"327116","2781.480544","da:b8:b4:56:9c:13","Broadcast","802.11","82","Probe Request, SN=3981, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"327118","2781.592170","da:b8:b4:56:9c:13","Broadcast","802.11","82","Probe Request, SN=3982, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"327119","2781.592633","da:b8:b4:56:9c:13","Broadcast","802.11","82","Probe Request, SN=3983, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"327134","2781.705918","da:b8:b4:56:9c:13","Broadcast","802.11","82","Probe Request, SN=3984, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"327135","2781.706363","da:b8:b4:56:9c:13","Broadcast","802.11","82","Probe Request, SN=3985, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"327334","2786.321022","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3690, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"327342","2786.353546","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3691, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"327405","2787.643363","b6:7d:fb:c3:ff:a0","Broadcast","802.11","156","Probe Request, SN=1164, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"327477","2789.004793","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3726, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"327494","2789.038703","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3727, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"327519","2789.445280","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3731, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"327604","2790.610773","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=2060, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"331692","2858.912751","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3742, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"331694","2858.947840","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3743, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"331721","2859.451218","SagemcomBroa_d7:48:32","Broadcast","802.11","291","Probe Request, SN=3955, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"331752","2859.870793","LiteonTechno_13:23:c1","Broadcast","802.11","110","Probe Request, SN=3288, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"331948","2862.704613","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3779, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"331959","2862.965183","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3782, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"332311","2869.902049","LiteonTechno_13:23:c1","Broadcast","802.11","110","Probe Request, SN=3319, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"332318","2869.916419","f2:6e:c5:01:76:b0","Broadcast","802.11","123","Probe Request, SN=961, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"332323","2869.920803","f2:6e:c5:01:76:b0","Broadcast","802.11","123","Probe Request, SN=962, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"333001","2884.375022","42:8e:4b:5a:a3:41","Broadcast","802.11","156","Probe Request, SN=1241, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"333015","2884.387442","42:8e:4b:5a:a3:41","Broadcast","802.11","156","Probe Request, SN=1242, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"333046","2885.453693","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=2146, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"333056","2885.465532","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=2149, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"333061","2885.503086","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=2152, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"333084","2885.645899","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=2160, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"333086","2885.656167","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=2161, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"334439","2915.366725","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=2204, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"334449","2915.378458","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=2207, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"334469","2915.566285","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=2219, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"334486","2915.668347","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=2224, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"334490","2915.680161","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=2225, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"335215","2932.115390","22:36:a8:59:f1:ad","Broadcast","802.11","156","Probe Request, SN=4066, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"335222","2932.126899","22:36:a8:59:f1:ad","Broadcast","802.11","156","Probe Request, SN=4067, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"335563","2935.082261","2a:c2:dd:9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2423, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"335571","2935.115185","2a:c2:dd:9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2424, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"336147","2940.063544","LiteonTechno_13:23:c1","Broadcast","802.11","110","Probe Request, SN=3532, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"336152","2940.082359","LiteonTechno_13:23:c1","Broadcast","802.11","110","Probe Request, SN=3533, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"336164","2940.432656","2a:c2:dd:9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2442, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"336218","2941.470138","86:07:89:07:b6:29","Broadcast","802.11","82","Probe Request, SN=1074, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"336222","2941.578747","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3820, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"336229","2941.589760","86:07:89:07:b6:29","Broadcast","802.11","82","Probe Request, SN=1075, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"336230","2941.590424","86:07:89:07:b6:29","Broadcast","802.11","82","Probe Request, SN=1076, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"336242","2941.611570","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3821, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"336403","2944.141912","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=2261, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"336412","2944.153855","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=2263, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"336420","2944.210390","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=2267, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
